product_name,description,initial_price,final_price,currency,in_stock,color,size,reviews_count,main_image,category_url,url,category_tree,country_code,domain,image_count,image_urls,model_number,offers,other_attributes,product_id,rating,related_products,root_category,top_reviews,category,brand,all_available_sizes
"1pc Travel Portable Door Lock, Reliable Safety For Travel And Hotel Stays, Provides Extra Privacy And Security Against Unauthorized Entry For Homes, Hotels, And Apartments Travel Essentials School Back To School School Supplies Holiday Camping Holiday Essentials Vacation Accessories Mini Summer","Free Returns ✓ Free Shipping✓. 1pc Travel Portable Door Lock, Reliable Safety For Travel And Hotel Stays, Provides Extra Privacy And Security Against Unauthorized Entry For Homes, Hotels, And Apartments Travel Essentials School Back To School School Supplies Holiday Camping Holiday Essentials Vacation Accessories Mini Summer- Cipher Locks at SHEIN.",4,3.8,USD,true,Multicolor,one-size,0,https://img.ltwebstatic.com/images3_spmp/2024/08/09/2e/17231981258bfda4979cd0c12b3d83e5fd290bea66.jpg,https://us.shein.com/Cipher-Locks-c-9074.html,"https://us.shein.com/1pc-Travel-Portable-Door-Lock,-Reliable-Safety-For-Travel-And-Hotel-Stays,-Provides-Extra-Privacy-And-Security-Against-Unauthorized-Entry-For-Homes,-Hotels,-And-Apartments-p-40616315.html","[{""name"":""Bags & Luggage"",""url"":""https://us.shein.com/Bags-Luggage-c-3637.html""},{""name"":""Luggage & Travel Gear"",""url"":""https://us.shein.com/Luggage-Travel-Gear-c-4099.html""},{""name"":""Travel Accessories & Supplies"",""url"":""https://us.shein.com/Travel-Accessories-Supplies-c-4284.html""},{""name"":""Cipher Locks"",""url"":""https://us.shein.com/Cipher-Locks-c-9074.html""}]",US,us.shein.com,4,"[""https://img.ltwebstatic.com/images3_spmp/2024/08/09/2e/17231981258bfda4979cd0c12b3d83e5fd290bea66.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/09/19/1723198124e4a71b5d7717c327ad9402cb2d989af3.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/09/8f/1723198126789fdb34c24c5c02448ef4590822931f.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/09/2e/1723198125327f3b9d9ee26a05ad7279b7e1500136.jpg""]",sg2408095949594202,null,"[{""name"":""Color"",""value"":""Multicolor""},{""name"":""Type"",""value"":""TSA Lock""},{""name"":""Pattern Type"",""value"":""Colorblock""},{""name"":""Pattern Type"",""value"":""Letter""},{""name"":""Pattern Type"",""value"":""Plain""},{""name"":""Material"",""value"":""Iron""},{""name"":""Power Supply"",""value"":""None""},{""name"":""Plating"",""value"":""No Precious Metal Plated""},{""name"":""Gender"",""value"":""Men""},{""name"":""Gender"",""value"":""Women""}]",40616315,0,null,Bags & Luggage,null,Cipher Locks,SHEIN,"[""one-size""]"
Fossil Women's Harlow Linear Texture Gold-Tone Stainless Steel Chain Necklace,Free Returns ✓ Free Shipping✓. Fossil Women's Harlow Linear Texture Gold-Tone Stainless Steel Chain Necklace- Women Pendant Necklaces at SHEIN.,54.25,54.25,USD,true,Gold,Small/Medium,0,https://img.ltwebstatic.com/images3_spmp/2024/08/11/5f/1723382230ceaee53147ff27c7ac76e2ad2a10fd48_square.jpg,https://us.shein.com/Women-Pendant-Necklaces-c-1755.html,https://us.shein.com/Women%27s-Harlow-Linear-Texture-Gold-Tone-Stainless-Steel-Chain-Necklace-p-40508996.html,"[{""name"":""Jewelry & Watches"",""url"":""https://us.shein.com/Jewelry-Watches-c-3634.html""},{""name"":""Women Fashion Jewelry"",""url"":""https://us.shein.com/Women-Fashion-Jewelry-c-3632.html""},{""name"":""Women Necklaces"",""url"":""https://us.shein.com/Women-Necklaces-c-4208.html""},{""name"":""Women Pendant Necklaces"",""url"":""https://us.shein.com/Women-Pendant-Necklaces-c-1755.html""}]",US,us.shein.com,3,"[""https://img.ltwebstatic.com/images3_spmp/2024/08/11/5f/1723382230ceaee53147ff27c7ac76e2ad2a10fd48_square.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/11/7c/172338223438acbc2622f400192069d3cdb437d780_square.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/11/7c/172338223438acbc2622f400192069d3cdb437d780_square.jpg""]",sj2408116992017767,null,"[{""name"":""Color"",""value"":""Gold""}]",40508996,0,null,Jewelry & Watches,null,Women Pendant Necklaces,Fossil,"[""Small/Medium""]"
Judy Blue HIGH WAIST STRAIGHT LEG JEAN,Free Returns ✓ Free Shipping✓. Judy Blue HIGH WAIST STRAIGHT LEG JEAN- Women Jeans at SHEIN.,78,55,USD,true,Medium Blue,18w,0,https://img.ltwebstatic.com/images3_spmp/2024/08/07/35/17229932844b82802b240758239f52465e973074c5.jpg,https://us.shein.com/Women-Jeans-c-1934.html,https://us.shein.com/Judy-Blue-HIGH-WAIST-STRAIGHT-LEG-JEAN-p-40243485.html,"[{""name"":""Women Apparel"",""url"":""https://us.shein.com/Women-Apparel-c-4436.html""},{""name"":""Women Clothing"",""url"":""https://us.shein.com/Women-Clothing-c-2030.html""},{""name"":""Women Denim"",""url"":""https://us.shein.com/Women-Denim-c-1930.html""},{""name"":""Women Jeans"",""url"":""https://us.shein.com/Women-Jeans-c-1934.html""}]",US,us.shein.com,3,"[""https://img.ltwebstatic.com/images3_spmp/2024/08/07/35/17229932844b82802b240758239f52465e973074c5.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/07/af/1722993287bde2ab41faa99a2dd40dd29c95482db2.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/07/1b/172299328975563a70c1b5e07ebb2bfb85b3c07e38.jpg""]",sz2408077080878379,null,"[{""name"":""Details"",""value"":""Pocket""},{""name"":""Details"",""value"":""Ripped""},{""name"":""Closure Type"",""value"":""Zipper Fly""},{""name"":""Color"",""value"":""Medium Blue""},{""name"":""Pattern Type"",""value"":""Plain""},{""name"":""Type"",""value"":""Straight Leg""},{""name"":""Waist Line"",""value"":""High Waist""},{""name"":""Length"",""value"":""Long""},{""name"":""Fit Type"",""value"":""Regular Fit""}]",40243485,0,null,Women Apparel,null,Women Jeans,SHEIN,"[""18w""]"
"1pc Unisex Fashionable Wraparound Sports Sunglasses, Suitable For Hiking, Running, Outdoor, Travel","Free Returns ✓ Free Shipping✓. 1pc Unisex Fashionable Wraparound Sports Sunglasses, Suitable For Hiking, Running, Outdoor, Travel- Women Sports Glasses at SHEIN.",4.4,4.2,USD,true,N/A,Grey,0,https://img.ltwebstatic.com/images3_spmp/2024/08/07/7b/17230349977d8dfe1d29aefbed239025dc78ad2016.jpg,https://us.shein.com/Women-Sports-Glasses-c-5843.html,"https://us.shein.com/1pc-Unisex-Fashionable-Wraparound-Sports-Sunglasses,-Suitable-For-Hiking,-Running,-Outdoor,-Travel-p-40359348.html","[{""name"":""Apparel Accessories"",""url"":""https://us.shein.com/Apparel-Accessories-c-3631.html""},{""name"":""Women Accessories"",""url"":""https://us.shein.com/Women-Accessories-c-1765.html""},{""name"":""Women Glasses & Eyewear Accessories"",""url"":""https://us.shein.com/Women-Glasses-Eyewear-Accessories-c-2841.html""},{""name"":""Women Sports Glasses"",""url"":""https://us.shein.com/Women-Sports-Glasses-c-5843.html""}]",US,us.shein.com,10,"[""https://img.ltwebstatic.com/images3_spmp/2024/08/07/7b/17230349977d8dfe1d29aefbed239025dc78ad2016.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/07/e8/1723034996e6f10631681f2b860e3637468c26c520.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/07/e8/1723034996db3cc1f71ef8396d94743bc17421f2be.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/07/e8/17230349969df05a28e19d0c6fa7e28f4f1dc5af9a.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/07/e8/17230349961c02c41578ef5b7b4fd95cd1be47336d.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/07/c8/17230350097e3d7a02115db6068557fc3ff21e1b0a.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/07/c8/17230350094420c20dee5c03e37e0dfa0963f5317a.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/07/c8/1723035009ef214cb5960d95254f681c14c3d56cae.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/07/c8/1723035009b6edde31db173119b25ab5580064264d.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/07/c8/172303500965e1570630093d355f429de5e5a008ca.jpg""]",sc2408073346868050,null,"[{""name"":""Lens Color"",""value"":""Grey""},{""name"":""Lens Material"",""value"":""PC""},{""name"":""Frame Material"",""value"":""PC""},{""name"":""Lens Function"",""value"":""None""},{""name"":""Frame Structure"",""value"":""Full Rim Glasses""},{""name"":""Element"",""value"":""None""},{""name"":""Shape"",""value"":""Irregular""}]",40359348,0,null,Apparel Accessories,null,Women Sports Glasses,SHEIN,"[""Grey""]"
"14pcs Pink Hair Beads Accessories For Braids,Star Pearl Small Bear Design Hair Rings Decorations,Women Hair Accessories For Hair And Dreadlocks. Cute","Free Returns ✓ Free Shipping✓. 14pcs Pink Hair Beads Accessories For Braids,Star Pearl Small Bear Design Hair Rings Decorations,Women Hair Accessories For Hair And Dreadlocks. Cute- Hair Clips at SHEIN.",1.5,1.4,USD,true,Pink,one-size,0,https://img.ltwebstatic.com/images3_spmp/2023/12/12/45/170236372329b47735409ec0d36cd9d983a28bf789.jpg,https://us.shein.com/Hair-Clips-c-3017.html,https://us.shein.com/14pcs-Hair-Rings-For-Braids-Metal-Dreadlock-Hair-Jewelry-Accessories-Planet-Star-Moon-Hair-Charms-Pendants-Women-Y2K-Hair-Clips-Hair-Braid-Rings-Women-Hair-Accessories-p-27583299.html,"[{""name"":""Apparel Accessories"",""url"":""https://us.shein.com/Apparel-Accessories-c-3631.html""},{""name"":""Women Accessories"",""url"":""https://us.shein.com/Women-Accessories-c-1765.html""},{""name"":""Women Hair Accessories"",""url"":""https://us.shein.com/Women-Hair-Accessories-c-3013.html""},{""name"":""Hair Clips"",""url"":""https://us.shein.com/Hair-Clips-c-3017.html""}]",US,us.shein.com,7,"[""https://img.ltwebstatic.com/images3_spmp/2023/12/12/45/170236372329b47735409ec0d36cd9d983a28bf789.jpg"",""https://img.ltwebstatic.com/images3_spmp/2023/12/12/a7/1702363721e8496ddbcd9bab7139658f4b30efc831.jpg"",""https://img.ltwebstatic.com/images3_spmp/2023/12/12/45/1702363723102ac9cc5360db34d6ac449562e24797.jpg"",""https://img.ltwebstatic.com/images3_spmp/2023/12/12/6f/1702363724217ba29a658cdc68fe7b2cfaa3f26cd0.jpg"",""https://img.ltwebstatic.com/images3_spmp/2023/12/12/e9/1702363725fea455f202b1cf7f14d9190653f52788.jpg"",""https://img.ltwebstatic.com/images3_spmp/2023/12/12/6f/1702363724ede55ada43b693922a74760ca0307127.jpg"",""https://img.ltwebstatic.com/images3_spmp/2023/12/12/20/170236372247fca24ea19b30abd5f36e8b1285ebc2.jpg""]",sc2312121855287324,null,"[{""name"":""Color"",""value"":""Pink""},{""name"":""Style"",""value"":""Cute""},{""name"":""Pattern Type"",""value"":""Animal""},{""name"":""Pattern Type"",""value"":""Galaxy""},{""name"":""Pattern Type"",""value"":""Geometric""},{""name"":""Material"",""value"":""ABS""},{""name"":""Element"",""value"":""Animal""},{""name"":""Composition"",""value"":""100% Polyester""}]",27583299,0,null,Apparel Accessories,null,Hair Clips,SHEIN,"[""one-size""]"
"Casual Solid Color Shoulder Bag, New Fashionable Minimalist Crossbody Handbag","Free Returns ✓ Free Shipping✓. Casual Solid Color Shoulder Bag, New Fashionable Minimalist Crossbody Handbag- Women Top Handle Bags at SHEIN.",10.5,6.83,USD,true,Black,one-size,0,https://img.ltwebstatic.com/images3_spmp/2024/08/11/7a/1723364421737be6072c8f92f5902da28bd08f0dd9.jpg,https://us.shein.com/Women-Top-Handle-Bags-c-2155.html,"https://us.shein.com/New-Street-Casual-Solid-Color-Shoulder-Bag,-Handheld-Bag,-Fashion-Simple-Crossbody-Square-Bag-p-40746549.html","[{""name"":""Bags & Luggage"",""url"":""https://us.shein.com/Bags-Luggage-c-3637.html""},{""name"":""Women Bags"",""url"":""https://us.shein.com/Women-Bags-c-2043.html""},{""name"":""Women Top Handle Bags"",""url"":""https://us.shein.com/Women-Top-Handle-Bags-c-2155.html""}]",US,us.shein.com,9,"[""https://img.ltwebstatic.com/images3_spmp/2024/08/11/7a/1723364421737be6072c8f92f5902da28bd08f0dd9.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/11/8f/172336442029184e510f2236b2558d8080caf748e0.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/11/7a/17233644211acea072e8260ce97fdf50bc63f612cc.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/11/7a/172336442190ee5c61fd52a3000ffcbf1c198d36f0.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/11/79/17233644220b689c0d9d0cc63153cf8ee5d5bb955c.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/11/7a/1723364421d25d2b56dc3e0b3c4f31f984afef6692.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/11/7a/1723364421d9a129d2da14e8330cbc4039266c7d99.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/11/7a/172336442168077daad9dc7b1a20eceb98d6dd34bc.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/11/7a/17233644215e420dd20dca85051684f43ac0ba56fc.jpg""]",sg2302221363326155,null,"[{""name"":""Style"",""value"":""Casual""},{""name"":""Color"",""value"":""Black""},{""name"":""Details"",""value"":""Ruched""},{""name"":""Type"",""value"":""Square Bag""},{""name"":""Bag Size"",""value"":""Mini""},{""name"":""Strap Type"",""value"":""Adjustable""},{""name"":""Pattern Type"",""value"":""Animal""},{""name"":""Pattern Type"",""value"":""Colorblock""},{""name"":""Pattern Type"",""value"":""Plaid""},{""name"":""Pattern Type"",""value"":""Plain""},{""name"":""Closure Type"",""value"":""Zipper""},{""name"":""Pattern Type"",""value"":""Textured Pattern""},{""name"":""Material"",""value"":""PU Leather""}]",40746549,0,null,Bags & Luggage,null,Women Top Handle Bags,SHEIN,"[""one-size""]"
Marc Jacobs Women's Handbag WHITE H009L01SP21140-2,Free Returns ✓ Free Shipping✓. Marc Jacobs Women's Handbag WHITE H009L01SP21140-2- Women Top Handle Bags at SHEIN.,504.16,381.5,USD,true,White,TU,0,https://img.ltwebstatic.com/images3_spmp/2024/06/28/a4/1719573164f82455a874cb40b6ebd63124ceba1b58.jpg,https://us.shein.com/Women-Top-Handle-Bags-c-2155.html,https://us.shein.com/Women%27s-Handbag-WHITE-H009L01SP21140-2-p-38013344.html,"[{""name"":""Bags & Luggage"",""url"":""https://us.shein.com/Bags-Luggage-c-3637.html""},{""name"":""Women Bags"",""url"":""https://us.shein.com/Women-Bags-c-2043.html""},{""name"":""Women Top Handle Bags"",""url"":""https://us.shein.com/Women-Top-Handle-Bags-c-2155.html""}]",US,us.shein.com,5,"[""https://img.ltwebstatic.com/images3_spmp/2024/06/28/a4/1719573164f82455a874cb40b6ebd63124ceba1b58.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/06/28/42/171957316888d8525f7151fceeec63cc632b4ff6a6.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/06/28/51/1719573170b94ca283d55fd0023ee047136a2d2eb5.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/06/28/90/17195731722dc0e4e8942185f0c65f327b62edd44a.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/06/28/05/17195731793fc55e8eb050526f74db8e21934a1923.jpg""]",sg2406281821179626,null,"[{""name"":""Style"",""value"":""Casual""},{""name"":""Style"",""value"":""Elegant""},{""name"":""Style"",""value"":""Fashionable""},{""name"":""Color"",""value"":""White""},{""name"":""Details"",""value"":""Ruched""},{""name"":""Strap Type"",""value"":""Double Handle""},{""name"":""Pattern Type"",""value"":""Letter""},{""name"":""Closure Type"",""value"":""Zipper""},{""name"":""Pattern Type"",""value"":""Textured Pattern""}]",38013344,0,null,Bags & Luggage,null,Women Top Handle Bags,Marc Jacobs,"[""TU""]"
"1pc Unique Design Gray Cubic Zirconia, White Jade Flower, Pearl & Tassel Decor Drop Earrings For Women Daily Wear","Free Returns ✓ Free Shipping✓. 1pc Unique Design Gray Cubic Zirconia, White Jade Flower, Pearl & Tassel Decor Drop Earrings For Women Daily Wear- Women Dangle Earrings at SHEIN.",14.7,14.7,USD,true,N/A,one-size,0,https://img.ltwebstatic.com/images3_spmp/2024/07/31/00/17224034422273ae8b668ee1ac55785da7a177be27_square.jpg,https://us.shein.com/Women-Dangle-Earrings-c-1757.html,"https://us.shein.com/1pc-Unique-Design-Gray-Cubic-Zirconia,-White-Jade-Flower,-Pearl-&amp;-Tassel-Decor-Drop-Earrings-For-Women-Daily-Wear-p-40016176.html","[{""name"":""Jewelry & Watches"",""url"":""https://us.shein.com/Jewelry-Watches-c-3634.html""},{""name"":""Women Fashion Jewelry"",""url"":""https://us.shein.com/Women-Fashion-Jewelry-c-3632.html""},{""name"":""Women Earrings"",""url"":""https://us.shein.com/Women-Earrings-c-4202.html""},{""name"":""Women Dangle Earrings"",""url"":""https://us.shein.com/Women-Dangle-Earrings-c-1757.html""}]",US,us.shein.com,8,"[""https://img.ltwebstatic.com/images3_spmp/2024/07/31/00/17224034422273ae8b668ee1ac55785da7a177be27_square.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/07/31/23/17224034435642f28089ffdcef913cd76d7cb37411_square.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/07/31/f8/1722403444a2a9cfaef24fca781bd153fa6228e3af_square.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/07/31/f8/17224034447e2284b2e702a3669b3c462629189aa2_square.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/07/31/78/1722403452ab8a6a19674b261115bb82b217849cee.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/07/31/c6/172240345342b4e6d0f217bd9d5a169c13b80b7769.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/07/31/c6/1722403453f63fcb9ea2736348f6944a5c14a87ca4.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/07/31/78/1722403452053653fa555fc8d322032b21a6596a99.jpg""]",sj2407312111090001,null,"[{""name"":""Style"",""value"":""Vacation""},{""name"":""Details"",""value"":""Pearls""},{""name"":""Gender"",""value"":""Women""},{""name"":""Material"",""value"":""Copper""},{""name"":""Style Type"",""value"":""White Jade Flower Pearl Water Drop Multi-drop Tassel Earrings""}]",40016176,0,null,Jewelry & Watches,null,Women Dangle Earrings,SHEIN,"[""one-size""]"
"1pc Unisex Square Color Changing Polarized Sunglasses, UV Protection For Driving, Fishing","Free Returns ✓ Free Shipping✓. 1pc Unisex Square Color Changing Polarized Sunglasses, UV Protection For Driving, Fishing- Sports Glasses at SHEIN.",3.6,2.74,USD,true,Black,one-size,0,https://img.ltwebstatic.com/images3_spmp/2024/07/22/79/1721642046b7d591681200a78fed153f6ae7b3ad70_square.jpg,https://us.shein.com/Sports-Glasses-c-3849.html,"https://us.shein.com/1pc-Unisex-Square-Color-Changing-Polarized-Sunglasses,-UV-Protection-For-Driving,-Fishing-p-39475342.html","[{""name"":""Sports & Outdoor"",""url"":""https://us.shein.com/Sports-Outdoor-c-3195.html""},{""name"":""Sports & Outdoor Accessories"",""url"":""https://us.shein.com/Sports-Outdoor-Accessories-c-4329.html""},{""name"":""Sports Glasses"",""url"":""https://us.shein.com/Sports-Glasses-c-3849.html""}]",US,us.shein.com,6,"[""https://img.ltwebstatic.com/images3_spmp/2024/07/22/f5/172164150379984b96f0b9c9d95451a0764503fe1b_square.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/07/22/79/1721642046b7d591681200a78fed153f6ae7b3ad70_square.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/07/22/65/1721641522d7cf6429723a4062b2df84edf376b33b_square.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/07/22/91/1721641532c9f19479242502b1143aca8732e00f87_square.png"",""https://img.ltwebstatic.com/images3_spmp/2024/07/22/fd/17216414966a605f23b52b6ffb08087bbdc1b38c4b_square.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/07/22/5b/17216415661a6be18c6a7d66d4de218b3d2f781858_square.jpg""]",st2407220870398886,null,"[{""name"":""Color"",""value"":""Black""},{""name"":""Type"",""value"":""Ordinary Cycling Glasses""},{""name"":""Lens Function"",""value"":""Decoration""},{""name"":""Shape"",""value"":""Other Shape""},{""name"":""Material"",""value"":""Aluminum Alloy""}]",39475342,0,null,Sports & Outdoor,null,Sports Glasses,SHEIN,"[""one-size""]"
"Juli Kids Ski Goggles,Interchangeable Double Layer Spherical Lens,OTG Anti-Fog Snowboard Skate Snow Goggles Age 4-16 4300","Free Returns ✓ Free Shipping✓. Juli Kids Ski Goggles,Interchangeable Double Layer Spherical Lens,OTG Anti-Fog Snowboard Skate Snow Goggles Age 4-16 4300- Kids Sports Goggles at SHEIN.",39.99,29.99,USD,true,C2 Blue Frame/Blue Lens,one-size,0,https://img.ltwebstatic.com/images3_spmp/2024/08/01/0b/1722479778a95d3aea78f4508aa553eb11937672ab_square.jpg,https://us.shein.com/Kids-Sports-Goggles-c-12359.html,"https://us.shein.com/Juli-Kids-Ski-Goggles,Interchangeable-Double-Layer-Spherical-Lens,OTG-Anti-Fog-Snowboard-Skate-Snow-Goggles-Age-4-16-4300-p-39965381.html","[{""name"":""Kids"",""url"":""https://us.shein.com/Kids-c-2031.html""},{""name"":""Kids Sports & Outdoor Supplies"",""url"":""https://us.shein.com/Kids-Sports-Outdoor-Supplies-c-12320.html""},{""name"":""Kids Sports & Outdoor Accessories"",""url"":""https://us.shein.com/Kids-Sports-Outdoor-Accessories-c-12328.html""},{""name"":""Kids Sports Goggles"",""url"":""https://us.shein.com/Kids-Sports-Goggles-c-12359.html""}]",US,us.shein.com,10,"[""https://img.ltwebstatic.com/images3_spmp/2024/08/01/0b/1722479778a95d3aea78f4508aa553eb11937672ab_square.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/01/0b/172247977819a8d69c8dbc99c15540c4149e2ef7b3_square.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/01/07/1722479779f51e1a0826445c89be0c44111a5690dd_square.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/01/0b/1722479778d35bedf22d4ab616267f4756ec613c35_square.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/01/0b/17224797789221d6071e50a973e40e5ac469d52ebd_square.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/01/07/172247977986ee168c928455c959cb7c74357bdf40_square.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/01/0b/1722479778abea69226cfac0dd2f36721ad35d1514_square.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/01/01/17224798708eb6cd2f6310d54345b3b535b308afce.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/01/11/172247989330d320f8832a022d76000131e54c4db4.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/08/01/43/17224798994ff202e4b6b221e67d3caa4075cf102a.jpg""]",st2407266064600302,null,"[{""name"":""Color"",""value"":""C2 Blue Frame/Blue Lens""},{""name"":""Material"",""value"":""TPU""}]",39965381,0,null,Kids,null,Kids Sports Goggles,SHEIN,"[""one-size""]"
20pcs Solid Hair Claw,Free Returns ✓ Free Shipping✓. 20pcs Solid Hair Claw- Hair Claws at SHEIN.,1.4,1.18,USD,true,Black,one-size,0,https://img.ltwebstatic.com/images3_spmp/2023/10/12/a2/16971056682c5621f03a94be3c0ab9bac51cc45f72.jpg,https://us.shein.com/Hair-Claws-c-3018.html,https://us.shein.com/20pcs-Solid-Hair-Claw-p-17828593.html,"[{""name"":""Apparel Accessories"",""url"":""https://us.shein.com/Apparel-Accessories-c-3631.html""},{""name"":""Women Accessories"",""url"":""https://us.shein.com/Women-Accessories-c-1765.html""},{""name"":""Women Hair Accessories"",""url"":""https://us.shein.com/Women-Hair-Accessories-c-3013.html""},{""name"":""Hair Claws"",""url"":""https://us.shein.com/Hair-Claws-c-3018.html""}]",US,us.shein.com,5,"[""https://img.ltwebstatic.com/images3_spmp/2023/10/12/a2/16971056682c5621f03a94be3c0ab9bac51cc45f72.jpg"",""https://img.ltwebstatic.com/images3_spmp/2023/10/12/a2/1697105668bd707982a9b96559be1a189e3e81492f.jpg"",""https://img.ltwebstatic.com/images3_spmp/2023/10/12/a2/169710566806c40c62ad8a11de7a8aacd62b149baf.jpg"",""https://img.ltwebstatic.com/images3_spmp/2023/10/12/b8/16971056697ffdb6c1bba0790f6cf92f27396087d6.jpg"",""https://img.ltwebstatic.com/images3_spmp/2023/10/12/b8/169710566914d9baa0975adf019df76a67d99f943a.jpg""]",sW200929279811976,null,"[{""name"":""Style"",""value"":""Casual""},{""name"":""Color"",""value"":""Black""},{""name"":""Material"",""value"":""Plastic""},{""name"":""Element"",""value"":""None""},{""name"":""Type"",""value"":""Small Hair Claw""}]",17828593,0,null,Apparel Accessories,null,Hair Claws,SHEIN,"[""one-size""]"
Women's Fashionable Versatile Retro-Style Pendant Multilayer Necklace,Free Returns ✓ Free Shipping✓. Women's Fashionable Versatile Retro-Style Pendant Multilayer Necklace- Women Layered Necklaces at SHEIN.,1.6,1.6,USD,true,Multicolor,one-size,0,https://img.ltwebstatic.com/images3_spmp/2024/04/11/5a/17128002153ee34e1c00f55ffcc538229be21be0db_square.jpg,https://us.shein.com/Women-Layered-Necklaces-c-4214.html,https://us.shein.com/Women%27s-Fashionable-Versatile-Retro-Style-Pendant-Multilayer-Necklace-p-40289198.html,"[{""name"":""Jewelry & Watches"",""url"":""https://us.shein.com/Jewelry-Watches-c-3634.html""},{""name"":""Women Fashion Jewelry"",""url"":""https://us.shein.com/Women-Fashion-Jewelry-c-3632.html""},{""name"":""Women Necklaces"",""url"":""https://us.shein.com/Women-Necklaces-c-4208.html""},{""name"":""Women Layered Necklaces"",""url"":""https://us.shein.com/Women-Layered-Necklaces-c-4214.html""}]",US,us.shein.com,7,"[""https://img.ltwebstatic.com/images3_spmp/2024/04/11/64/1712798362ce843fb9bc0a8e0233a6113d443419d1.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/04/11/82/1712798361006482f68548c0619836b4ea2c52ee5b.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/04/11/54/171279836388d780687c0ca402fe6accec3939ced4.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/04/11/82/171279836177a94c8a225140b86c89c517568aea29.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/04/11/5a/17128002153ee34e1c00f55ffcc538229be21be0db_square.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/04/11/56/1712800232350185421792dd66ca4950e7a6dccbc5_square.jpg"",""https://img.ltwebstatic.com/images3_spmp/2024/04/11/b0/171280021177e91774dfbccdec5152c1eed5307a28.jpg""]",sj2404111307870676,null,"[{""name"":""Details"",""value"":""Texture Metal""},{""name"":""Style"",""value"":""Fashionable""},{""name"":""Gender"",""value"":""Women""},{""name"":""Color"",""value"":""Multicolor""},{""name"":""Material"",""value"":""Zinc Alloy""},{""name"":""Magnetic"",""value"":""No""}]",40289198,0,null,Jewelry & Watches,null,Women Layered Necklaces,SHEIN,"[""one-size""]"
